2458266.4491	13.522	0.03		
2458271.4411	13.48	0.035		
2458276.4252	13.343	0.035		
2458279.4357	13.288	0.03		
2458289.4001	13.185	0.06		
2458291.3656	13.177	0.05		
2458291.3738	13.176	0.06		
2458306.3621	13.141	0.04		
2458307.3631	13.106	0.03		
2458312.3743	13.191	0.04		
2458319.3391	13.372	0.07		
2458331.3459	13.414	0.06		
2458337.3205	13.237	0.05		
2458338.3466	13.296	0.03		
2458339.3397	13.281	0.03		
2458340.3165	13.243	0.02		
2458341.3277	13.239	0.025		
2458344.3316	13.179	0.02		
2458351.2973	13.143	0.02		
2458353.3349	13.155	0.02		
2458355.3211	13.132	0.03		
2458361.3406	13.11	0.03		
2458365.2881	13.101	0.04		
2458374.2428	13.219	0.03		
2458376.2885	13.253	0.025		
2458378.2621	13.282	0.02		
2458381.3125	13.353	0.02		
2458383.3327	13.37	0.03		
2458385.2784	13.423	0.02		
2458391.2465	13.43	0.025		
2458392.2347	13.416	0.035		
2458393.2242	13.394	0.02		
2458395.2997	13.358	0.025		
2458397.2315	13.32	0.03		
2458398.2168	13.321	0.03		
2458399.2037	13.303	0.04		
2458399.2345	13.287	0.02		
2458402.2377	13.28	0.02		
2458403.2241	13.234	0.02		
2458404.2469	13.238	0.02		
2458405.2298	13.222	0.02		
2458406.2364	13.202	0.03		
2458408.2478	13.213	0.025		
2458408.2712	13.197	0.03		
